,title,rating,name,num_ratings,num_reviews,num_followers,synopsis,genre
71,Hands Down,3.97,Mariana Zapata,"31,441","3,425","39,145 followers","Before he was Big Texas, he was Zac the Snack Pack.

Bianca Brannen knows time--mostly--heals all wounds. Including those your once loved ones might have unintentionally given you. (Those just take longer.)

She thinks she’s ready when a call has her walking back into her old friend’s life. Or at least as prepared as possible to see the starting quarterback in the National Football Organization. Before the lights, the fans, and the millions, he’d been a skinny kid with a heart of gold.

Waltzing out of Zac Travis’s life should be easy. Just as easy as he walked out of hers. (less)",sports
72,Taking a Shot,4.08,Jaci Burton,"18,672",972,"7,981 followers","If you want to score, you have to get in the game... The last thing Jenna Riley needs is more sports in her life. While her brothers are off being athletic superstars, she's stuck running the family's sports bar, whether she likes it or not. Then in walks pro hockey stud Tyler Anderson. As much as Jenna would like to go to the boards with him, she's vowed to never fall for a jock-even one as hot as Ty.

Ty, intrigued by the beautiful bar owner, becomes a regular. He senses that Jenna wants to do something more with her life. And as he gains her trust, the passion between them grows, as does Ty's insistence that Jenna should start living for herself. With his encouragement, Jenna starts to believe it, too...

But first, Jenna has to figure out what she wants, what she needs, who she loves, and if she has the passion and pride to take a shot at having it all-including Ty... (less)",sports
73,What I Talk About When I Talk About Running,3.87,Haruki Murakami,"1,39,333","13,288","103,158 followers","In 1982, having sold his jazz bar to devote himself to writing, Murakami began running to keep fit. A year later, he'd completed a solo course from Athens to Marathon, and now, after dozens of such races, not to mention triathlons and a dozen critically acclaimed books, he reflects upon the influence the sport has had on his life and--even more important--on his writing. Equal parts training log, travelogue, and reminiscence, this revealing memoir covers his four-month preparation for the 2005 New York City Marathon and takes us to places ranging from Tokyo's Jingu Gaien gardens, where he once shared the course with an Olympian, to the Charles River in Boston among young women who outpace him. Through this marvelous lens of sport emerges a panorama of memories and insights: the eureka moment when he decided to become a writer, his greatest triumphs and disappointments, his passion for vintage LPs, and the experience, after fifty, of seeing his race times improve and then fall back. By turns funny and sobering, playful and philosophical, What I Talk About When I Talk About Running is rich and revelatory, both for fans of this masterful yet guardedly private writer and for the exploding population of athletes who find similar satisfaction in distance running."" (less)",sports
74,Changing the Game,4.11,Jaci Burton,"21,392","1,086","7,981 followers","Sports agent Liz Darnell will do anything to win back her number-one client, baseball pro Gavin Riley. And Gavin's more than ready- especially when Liz is offering herself as part of the bargain. But when love unexpectedly enters the playing field, neither Liz nor Gavin are ready for the biggest game-changer of all.
(less)",sports
75,Zack,4.17,Sawyer Bennett,"15,547","1,292","13,450 followers","Rising star Zack Grantham has been stuck in a downward spiral of grief ever since the car accident that left him a single dad and put his career on hold. Back on the road with the Carolina Cold Fury and still crippled by emotional baggage, he’s in need of some serious help with his son. But while the nerdy new nanny wins his son’s heart, Zack isn’t sure he’s ready for a woman’s touch—even after getting a glimpse of the killer curves she’s hiding under those baggy clothes.

Kate Francis usually keeps men like Zack at a distance. Though his athlete’s body is honed to perfection, he refuses to move on with his life—and besides, he’s her boss. Still, the sparks between them are undeniable, tempting Kate to turn their professional relationship into a personal one. But before she makes a power play for Zack’s wounded heart, Kate will have to open him up again and show him that love is worth the fight. (less)",sports
76,Those Guys Have All the Fun: Inside the World of ESPN,3.74,James Andrew Miller,"13,379",658,161 followers,"In the exclusive behind the scenes look, sports fans can unlock the fascinating history of the channel that changed the way people watch and interact with their favorite teams.
It began, in 1979, as a mad idea of starting a cable channel to televise local sporting events throughout the state of Connecticut. Today, ESPN is arguably the most successful network in modern television history, spanning eight channels in the Unites States and around the world. But the inside story of its rise has never been fully told-until now.

Drawing upon over 500 interviews with the greatest names in ESPN's history and an All-Star collection of some of the world's finest athletes, bestselling authors James Miller and Tom Shales take us behind the cameras. Now, in their own words, the men and women who made ESPN great reveal the secrets behind its success-as well as the many scandals, rivalries, off-screen battles and triumphs that have accompanied that ascent. From the unknown producers and business visionaries to the most famous faces on television, it's all here. (less)",sports
77,Jock Row,4.04,Sara Ney,"17,299","1,903","6,020 followers","Scarlett is always the sensible one: The sober driver. The planner. The one holding your hair back while you're worshiping the porcelain gods.

Week-after-week, she visits Jock Row with her friends — the university's hottest party scene and breeding ground for student athletes. And if keeping her friends out of trouble, and guys out of their pants, was a sport, she'd be the star athlete.

Being a well known jock-blocker gets her noticed for all the wrong reasons; just like that, she's banned from Jock Row. NO GUY WANTS A GIRL AROUND WHO KEEPS THEIR JOCK FRIENDS FROM GETTING LAID.

""Rowdy"" Wade is the hot shot short-stop for the university's baseball team — and the unlucky bastard who drew the short straw: keep little Miss Goody Two-Shoes out of the Baseball House.

But week-after-week Scarlett returns, determined to get inside. (less)",sports
78,The Hot Shot,4.16,Kristen Callihan,"16,116","1,443","12,438 followers","First we were friends. Then we were roommates. Now I want more…

What can I say about Chess Copper? The woman is capable of bringing me to my knees. I know this about five minutes after getting naked for her.

No one is more surprised than me. The prickly photographer my team hired to shoot our annual charity calendar isn’t my usual type. She’s defense to my offense, a challenge at every turn. But when I’m with her, all the regrets and darkness goes away. She makes life fun.

I want to know Chess, be close to her. Which is a bad idea.

Chess is looking for a relationship. I’ve never given a woman more than one night. But when fate leaves Chess without a home, I step up and offer her mine. We’re roommates now. Friends without benefits. But it’s getting harder to keep our hands off each other. And the longer we live together the more I realize she’s becoming my everything.

Trick is… Now that I’ve made her believe I’m a bad bet, how do I convince her to give this player a true shot at forever? (less)",sports
79,Garrett,4.04,Sawyer Bennett,"15,630","1,286","13,450 followers","Carolina Cold Fury star Garrett Samuelson never wants to miss out on a single minute of fun. Whether he’s playing hockey, hanging out with friends, or walking the red carpet with a new date on his arm, he lives every day to the fullest. When he meets Olivia Case, he sees someone who’s exactly his type—confident, sexy, smart . . . his next fling. But the more he pursues her, the more Garrett shares a side of himself that other women don’t normally get to see.

Olivia has been keeping a secret. While Garrett lives for the next thrill, Olivia’s not sure she’ll live to see the next day. She’s undergoing treatment for some serious medical issues, and she doesn’t have time for a relationship with no guarantees—especially one with a hot-as-sin womanizer who won’t take no for an answer. But as she gets to know the real Garrett, Olivia can’t help falling for him . . . hard. To reveal the truth would mean risking everything—but you can’t score without taking the tough shots. (less)",sports
80,Puck Me Secretly,4.15,Odette Stone,"20,860","1,869","2,247 followers","I’ve never been in love.
I’ve never had an orgasm, but I’ve faked plenty.
I want to experience love.  Real, passionate love.
I don’t want to die.

It’s funny what blurts out of your mouth when the plane you’re on is going down, and I didn’t hold back with my seat mate when my plane decided to crash.
My hysterical confessions didn’t faze the muscular stranger that sat beside me.  In fact, he promised if we survived, he’d give me my first orgasm.  

We survived.
I came.
And then he left without telling me who he was.

On the first day of my job, I stood in front of the Vancouver Wolves hockey team and called out a number.  #33.
Imagine my shock when he skated forward.

Max is an incredible hockey player, whose wild, out-of-control antics have almost derailed his career.  So many secrets shroud his past and continue to threaten his future.  
Now he’s my secret.  And that secret could ruin everything.  

Puck Me SECRETLY.  Some secrets are too big to keep.

Intended for adult audiences only. (less)",sports
81,Summer of '49,4.09,David Halberstam,"8,890",306,630 followers,"With incredible skill, passion, and insight, Pulitzer Prize–winningauthor David Halberstam returns us to a glorious time when the dreams of a now almost forgotten America rested on the crack of a bat.

The year was 1949, and a war-weary nation turned from the battlefields to the ball fields in search of new heroes. It was a summer that marked the beginning of a sports rivalry unequaled in the annals of athletic competition. The awesome New York Yankees and the indomitable Boston Red Sox were fighting for supremacy of baseball's American League, and an aging Joe DiMaggio and a brash, headstrong hitting phenomenon named Ted Williams led their respective teams in a classic pennant duel of almost mythic proportions—one that would be decided in an explosive head-to-head confrontation on the last day of the season. (less)",sports
82,The Sports Gene: Inside the Science of Extraordinary Athletic Performance,4.2,David Epstein,"13,324","1,005","1,524 followers","Now a New York Times Bestseller! With a new chapter added to the paperback. 

In high school, I wondered whether the Jamaican Americans who made our track team so successful might carry some special speed gene from their tiny island. In college, I ran against Kenyans, and wondered whether endurance genes might have traveled with them from East Africa. At the same time, I began to notice that a training group on my team could consist of five men who run next to one another, stride for stride, day after day, and nonetheless turn out five entirely different runners. How could this be?

We all knew a star athlete in high school. The one who made it look so easy. He was the starting quarterback and shortstop; she was the all-state point guard and high-jumper. Naturals. Or were they?

The debate is as old as physical competition. Are stars like Usain Bolt, Michael Phelps, and Serena Williams genetic freaks put on Earth to dominate their respective sports? Or are they simply normal people who overcame their biological limits through sheer force of will and obsessive training?
The truth is far messier than a simple dichotomy between nature and nurture. In the decade since the sequencing of the human genome, researchers have slowly begun to uncover how the relationship between biological endowments and a competitor’s training environment affects athleticism. Sports scientists have gradually entered the era of modern genetic research.

In this controversial and engaging exploration of athletic success, Sports Illustrated senior writer David Epstein tackles the great nature vs. nurture debate and traces how far science has come in solving this great riddle. He investigates the so-called 10,000-hour rule to uncover whether rigorous and consistent practice from a young age is the only route to athletic excellence.

Along the way, Epstein dispels many of our perceptions about why top athletes excel. He shows why some skills that we assume are innate, like the bullet-fast reactions of a baseball or cricket batter, are not, and why other characteristics that we assume are entirely voluntary, like an athlete’s will to train, might in fact have important genetic components.

This subject necessarily involves digging deep into sensitive topics like race and gender. Epstein explores controversial questions such as:
Are black athletes genetically predetermined to dominate both sprinting and distance running, and are their abilities influenced by Africa’s geography?
Are there genetic reasons to separate male and female athletes in competition?
Should we test the genes of young children to determine if they are destined for stardom?
Can genetic testing determine who is at risk of injury, brain damage, or even death on the field?
Through on-the-ground reporting from below the equator and above the Arctic Circle, revealing conversations with leading scientists and Olympic champions, and interviews with athletes who have rare genetic mutations or physical traits, Epstein forces us to rethink the very nature of athleticism.
  (less)",sports
83,Nobody's Baby But Mine,4.04,Susan Elizabeth Phillips,"39,597","2,043","14,190 followers","Librarian Note: There is an Alternate Cover Edition for this edition of this book here.

Genius physics professor Dr. Jane Darlington desperately wants a baby. But finding a father won’t be easy. Jane’s super-intelligence made her feel like a freak when she was growing up, and she’s determined to spare her own child that suffering. Which means she must find someone very special to father her child. Someone who’s more comfortable working out his muscles than exercising his brain.

Cal Bonner, the Chicago Stars’ legendary quarterback, seems like the perfect choice. But his champion good looks and down-home ways are deceiving. Dr. Jane is about to learn a little too late that this good ol’ boy is a lot smarter than he lets on—and he’s not about to be used and abandoned by a brainy, baby-mad schemer. (less)",sports
84,The Hardest Fall,4.04,Ella Maise,"25,934","2,186","7,284 followers","The first time you meet someone, you make eye contact. You smile, say hello. Should be simple, if you’re anyone but me. The first time I met Dylan Reed, I found myself making eye contact with a different part of his body. You see, I’m very good at being shy, not to mention extremely well-versed in rambling nonsense and, unfortunately, rather highly skilled at making a fool of myself in front of a guy I’m attracted to.

At the time, I knew nothing about him and thought none of what I said would matter since I’d never speak to him again. Turns out, I was very wrong. He was the star wide receiver of the football team, one of the few players expected to make it into the NFL, and I ended up seeing him all over campus.
I might have also propositioned him, run away from him, attacked him with a cooking utensil…and…uh, maybe I shouldn’t tell you all of it. It’s pretty normal stuff, things you’d expect…from me. Eventually, the time came when I couldn’t hide anymore—not that he’d have let me even if I tried.
Before now, he never knew I was secretly watching him. Now that we see each other every day, he knows when I have a hard time looking away. It doesn’t help that I’m not the most subtle person in the world either.

He smiles at me and tells me he finds me fascinating because of my quirks. I can’t even tell him that I think my heart beats differently whenever he’s around.

He thinks we’re going to be best friends. I think I have a big thing for him, and the more I get to know him, the more I don’t care that I’m not allowed to be his friend, let alone fall for him.
The thing is, that’s exactly what I’m doing—what we’re doing, I think.

Falling.
Hard. (less)",sports
85,Booked,4.19,Kwame Alexander,"16,987","2,692","2,434 followers","National Book Award Long List
New York Times Bestseller 

Like lightning/you strike/fast and free/legs zoom/down field/eyes fixed/on the checkered ball/on the goal/ten yards to go/can’t nobody stop you/
can’t nobody cop you…
In this follow-up to the Newbery-winning novel THE CROSSOVER,  soccer, family, love, and friendship, take center stage as twelve-year-old Nick learns the power of words as he wrestles with problems at home, stands up to a bully, and tries to impress the girl of his dreams. Helping him along are his best friend and sometimes teammate Coby, and The Mac, a rapping librarian who gives Nick inspiring books to read.  
This electric and heartfelt novel-in-verse by poet Kwame Alexander bends and breaks as it captures all the thrills and setbacks, action and emotion of a World Cup match! (less)",sports
86,Wrecking Ball,4.11,P. Dangelico,"14,505","1,374","3,421 followers","An older version of this ASIN can be found here


Cam DeSantis’ life is a mess. How else would you describe losing your husband, your job, and your money all at once? Desperate times call for desperate measures. So when salvation comes in the form of one intolerable jerk, she has no choice but to accept his offer as a nanny for his eight year old nephew. Now all she has to do is find a way to ignore him for the next three months. Which is easier said than done.


NFL quarterback Calvin Shaw has zero interest in women. It’s not that he doesn’t like women. In fact, he loves women. He just doesn’t want anything to do with them. What he needs to do is focus on winning another Super Bowl before he retires. Problem is, the woman living in his house is a major distraction. And he doesn’t know what’s worse, that he promised to be civil, or that he’s attracted to her.

Best laid plans are going to get wrecked when a reclusive football star is forced to live with a reluctant nanny. (less)",sports
87,"Dream Team: How Michael, Magic, Larry, Charles, and the Greatest Team of All Time Conquered the World and Changed the Game of Basketball Forever",4.21,Jack McCallum,"12,338",535,69 followers,"They were the Beatles of basketball, the Mercury Seven in sneakers.
 
In Dream Team, acclaimed sports journalist Jack McCallum delivers the untold story of the greatest team ever assembled: the 1992 U.S. Olympic Men’s Basketball Team that captivated the world, kindled the hoop dreams of countless children around the planet, and remade the NBA into a global sensation.
 
As a senior staff writer for Sports Illustrated, McCallum enjoyed a courtside seat for the most exciting basketball spectacle on earth, covering the Dream Team from its inception to the gold medal ceremony in Barcelona. For the duration of the Olympics, he lived with, golfed with, and—most important—drank with some of the greatest players of the NBA’s Golden Age: Magic Johnson, the ebullient showman who shrugged off his recent diagnosis of HIV to become the team’s unquestioned captain and leader; Michael Jordan, the transcendent talent at the height of his powers as a player—and a marketing juggernaut; and Charles Barkley, the outspoken iconoclast whose utterances on and off the court threatened to ignite an international incident. Presiding over the entire traveling circus was the Dream Team’s beloved coach, Chuck Daly, whose laissez-faire approach proved instrumental in getting the most out of such disparate personalities and superstars such as Larry Bird, Patrick Ewing, and Scottie Pippen.
 
Drawing on fresh interviews with the players, McCallum provides the definitive account of the Dream Team phenomenon. He offers a behind-the-scenes look at the controversial selection process. He takes us inside the team’s Olympic suites for late-night card games and bull sessions where the players debate both the finer points of basketball and their respective places in the NBA pantheon. And he narrates a riveting possession-by-possession account of the legendary July 1992 intrasquad scrimmage that pitted the Dream Teamers against one another in what may have been the greatest pickup game—and the greatest exhibition of trash talk—in history.
 
In the twenty years since the Dream Team first captivated the world’s attention, its mystique has only grown—and so has its influence. The NBA is now flush with international stars, many of them inspired by the exuberant spirit of ’92. Dream Team vividly re-creates the moment when a once-in-a-millennium group of athletes came together, outperformed the hype, and changed the future of sports—one perfectly executed fast break at a time.
 
The Dream Team was . . .
 
Michael Jordan, Guard, Chicago Bulls
Magic Johnson, Guard, Los Angeles Lakers
Larry Bird, Forward, Boston Celtics
Charles Barkley, Forward, Phoenix Suns
Chris Mullin, Forward, Golden State Warriors
Scottie Pippen, Forward, Chicago Bulls
John Stockton, Guard, Utah Jazz
Karl Malone, Forward, Utah Jazz
David Robinson, Center, San Antonio Spurs
Patrick Ewing, Center, New York Knicks
Christian Laettner, Forward, Duke University
Clyde Drexler, Guard, Portland Trailblazers (less)",sports
88,I Dare You,3.88,Ilsa Madden-Mills,"23,786","2,040","14,292 followers","Wall Street Journal bestselling author Ilsa Madden-Mills kicks off a brand-new, sexy, heartfelt contemporary romance series with I DARE YOU!

Badass Athlete: I dare you to…
Delaney Shaw: Who is this?

The late night text is random, but ""Badass Athlete"" sure seems to know who she is…

Delaney Shaw.
Good girl.
Lover of fluffy kitties and Star Wars.
Curious.

His dare? Spend one night in his bed—a night he promises will be unforgettable—and she can solve the mystery of who he is.

She knows she shouldn't, but what else is she going to do with her boring Valentine's Day?

One sexy hook-up later, her mind is blown and the secret's out.

Maverick Monroe.
Bad boy.
The most talented football player in the country.
Just ask him.

Too bad for him Delaney's sworn off dating athletes forever after her last heartbreak.

But Maverick wants more than one night and refuses to give up on winning Delaney’s heart. She isn’t one to be fazed by a set of broad shoulders.

Will the bad boy land the nerd girl or will the secrets they keep from each other separate them forever? (less)",sports
89,The Player and the Pixie,4.11,L.H. Cosway,"16,377","1,525","5,734 followers","Now a USA TODAY BESTSELLER

How can someone so smokin’ hot be so bad in bed? I mean, Sean Cassidy is absolute rubbish. RUBBISH. He is the epitome of walking, talking false advertising and I want a refund! Plus he’s an arsehole. So… what is wrong with me that I can’t stop thinking about him?

THE PIXIE
Lucy Fitzpatrick doesn’t like rugby.
As the little sister of Ireland’s most infamous rugby player, Lucy can’t seem to escape the championship-sized shadow cast by her big brother, or her mother’s frequent attempts to micromanage her future. Her rainbow hair is as free-spirited as her quest for inner peace, yet overbearing expectations keep bringing her down. And when she’s down, her compulsive little problem lands her in seriously big trouble.

THE PLAYER
Sean Cassidy is a cold-hearted brute… or so he’s been told. Frequently. By everyone.
His blonde locks, baby blues, and rock hard bod make ladies the world over drool with desire. As the rugby world’s second most infamous player, he should be basking in his success. But Sean has never been content settling for second place, and his frequent confrontations with Lucy’s big brother leave him cold. And when he’s cold, his compulsive little problem lands him in the lap of Lucy Fitzpatrick.

THE PLAN
Sean has a problem only Lucy can solve. Lucy has a problem only Sean can fix. The solution seems obvious: you scratch my back, and I’ll bail you out of jail. But when their business arrangement unexpectedly leaves Sean scorching hot and Lucy on the precipice of inner peace, can they convince the world—and Lucy’s big brother in particular—that this is the real deal?

Either way, both the Player and the Pixie are about to teach each other some pretty monumental lessons about family, life, but most importantly, love. (less)",sports
90,Pucked Up,3.91,Helena Hunting,"20,153","1,999","21,833 followers","Miller “Buck” Butterson has been banging his way through life ever since a puck to the face fixed his messed up front teeth, and he was drafted into the NHL during his first year of college. After five years of deflecting goals on the ice and scoring them with puck bunnies across the Continental US and parts of Canada, Miller is ready for a girlfriend. A real girlfriend of the non-bunny variety. One he takes on dates and doesn’t jump into bed with after five seconds of conversation.

Miller thinks he’s found that woman in his teammate’s sister. Except, unlike Alex Waters, center, team captain and all round nice guy—who happens to be dating his step-sister—Miller’s manwhore reputation is well earned, and not blown out of proportion by the media. Beyond that minor detail, Miller doesn’t know the first thing about having a girlfriend. But he’s determined to make it happen.

What he doesn’t take into account is the amount of time and effort relationships require, or that constantly letting bunnies take selfies with him to post all over social media isn’t going to win him any points in the boyfriend department. Miller learns—not so quickly—that if he wants to make Sunshine “Sunny” Waters fall for him, he going to have to do a whole lot more than show her his stick skills in the bedroom.

Length: 11 hours and 18 minutes (less)",sports
91,Stay,4.15,Sarina Bowen,"13,600","1,401","14,041 followers","Can you fall in love with someone you've never even met?

Hailey Taylor Emery has a hunch that her favorite client at Fetch—an anonymous virtual assistant service—is actually hockey star Matt Eriksson.

Although it's against the rules for her to check his file, she's 95% sure she spends at least part of each day texting with her lifelong crush and catering to his every need. Still nursing a wounded heart thanks to her recent breakup, Hailey is perfectly content with some harmless online flirting... until she has to meet her client. Face to face. Cue: utter panic.

Matt Eriksson is no stranger to heartbreak. He's still not over the destruction of his marriage, and it sucks to be the only guy on the team who knows the truth—that hockey and long-term relationships are a toxic mix. He barely sees his kids, and dealing with his ex makes him feel insane. The only person in his life who seems to understand is someone who won't show her pretty face.

But it's nothing that a pair of fourth row hockey seats can't fix. Hailey can't resist the offer. Matt can't resist Hailey. Good thing he doesn't have to. Fire up the kiss cam!

Warning: Contains rabid hockey fans, misunderstood dick pics, hockey players at the opera and exploding ovaries. (less)",sports
92,When the Game Was Ours,4.21,Larry Bird,"14,171",527,31 followers,"From the moment these two players took the court on opposing sides, they engaged in a fierce physical and psychological battle. Their uncommonly competitive relationship came to symbolize the most compelling rivalry in the NBA. These were the basketball epics of the 1980s--Celtics vs Lakers, East vs West, physical vs finesse, Old School vs Showtime, even white vs black. Each pushed the other to greatness--together Bird and Johnson collected 8 NBA Championships, and 6 MVP awards and helped save the floundering NBA at its most critical time. When it started they were bitter rivals, but along the way they became lifelong friends.


With intimate, fly-on-the-wall detail, When the Game Was Ours transports readers to this electric era of basketball and reveals for the first time the inner workings of two players dead set on besting one another. From the heady days of trading championships to the darker days of injury and illness, we come to understand Larry's obsessive devotion to winning and how his demons drove him on the court. We hear him talk with candor about playing through chronic pain and its truly exacting toll. In Magic we see a young, invincible star struggle with the sting of defeat, not just as a player but as a team leader. We are there the moment he learns he's contracted HIV and hear in his own words how that devastating news impacted his relationships in basketball and beyond. But always, in both cases, we see them prevail.


A compelling, up-close-and-personal portrait of basketball's most inimitable duo, When the Game Was Ours is a reevaluation of three decades in counterpoint. It is also a rollicking ride through professional basketball's best times. (less)",sports
93,Shoeless Joe,3.97,W.P. Kinsella,"14,481","1,101",214 followers,"“If you build it, he will come.”

These mysterious words inspire Ray Kinsella to create a cornfield baseball diamond in honor of his hero, Shoeless Joe Jackson. What follows is a rich, nostalgic look at one of our most cherished national pastimes and a remarkable story about fathers and sons, love and family, and the inimitable joy of finding your way home.",sports
94,The Breaks of the Game,4.2,David Halberstam,"11,756",329,630 followers,"""Among the best books ever written on professional basketball."" The Philadelphia Inquirer

David Halberstam, best-selling author of THE FIFTIES and THE BEST AND THE BRIGHTEST, turns his keen reporter's eye on the sport of basketball -- the players and the coaches, the long road trips, what happens on court, in front of television cameras, and off-court, where no eyes have followed -- until now. (less)",sports
95,Eight Men Out: The Black Sox and the 1919 World Series,4.04,Eliot Asinof,"10,263",354,7 followers,"The headlines proclaimed the 1919 fix of the World Series and attempted cover-up as ""the most gigantic sporting swindle in the history of America!"" First published in 1963, Eight Men Out has become a timeless classic. Eliot Asinof has reconstructed the entire scene-by-scene story of the fantastic scandal in which eight Chicago White Sox players arranged with the nation's leading gamblers to throw the Series in Cincinnati. Mr. Asinof vividly describes the tense meetings, the hitches in the conniving, the actual plays in which the Series was thrown, the Grand Jury indictment, and the famous 1921 trial. Moving behind the scenes, he perceptively examines the motives and backgrounds of the players and the conditions that made the improbable fix all too possible. Here, too, is a graphic picture of the American underworld that managed the fix, the deeply shocked newspapermen who uncovered the story, and the war-exhausted nation that turned with relief and pride to the Series, only to be rocked by the scandal. Far more than a superbly told baseball story, this is a compelling slice of American history in the aftermath of World War I and at the cusp of the Roaring Twenties. (less)",sports
96,Calico Joe,3.85,John Grisham,"43,314","4,588","71,417 followers","A surprising and moving novel of fathers and sons, forgiveness and redemption, set in the world of Major League Baseball.

Whatever happened to Calico Joe?

When he arrived in Philadelphia, a cab delivered him to Veterans Stadium, where he was quickly fixed for a uniform, given Number 42, and hustled onto the field. The Cubs were already taking batting practice. Understandably, he was nervous, thrilled, almost bewildered, and when the manager, Whitey Lockman, said, ""Get loose. You're starting at first and hitting seventh,"" Joe Castle had trouble gripping his brand-new bat. In his first round of major-league batting practice, he swung at the first two pitches and missed.

He would not miss again for a long time.

In the summer of 1973 Joe Castle was the boy wonder of baseball, the greatest rookie anyone had ever seen. The kid from Calico Rock, Arkansas, dazzled Cub fans as he hit home run after home run, politely tipping his hat to the crowd as he shattered all rookie records.

Calico Joe quickly became the idol of every baseball fan in America, including Paul Tracey, the young son of a hard-partying and hard-throwing Mets pitcher. On the day that Warren Tracey finally faced Calico Joe, Paul was in the stands, rooting for his idol but also for his dad. Then Warren threw a fastball that would change their lives forever.

In John Grisham’s new novel the baseball is thrilling, but it’s what happens off the field that makes Calico Joe a classic. (less)",sports
97,Shoe Dog: A Memoir by the Creator of Nike,4.47,Phil Knight,"2,28,687","14,547",680 followers,"In this candid and riveting memoir, for the first time ever, Nike founder and CEO Phil Knight shares the inside story of the company’s early days as an intrepid start-up and its evolution into one of the world’s most iconic, game-changing, and profitable brands.

In 1962, fresh out of business school, Phil Knight borrowed $50 from his father and created a company with a simple mission: import high-quality, low-cost athletic shoes from Japan. Selling the shoes from the trunk of his lime green Plymouth Valiant, Knight grossed $8,000 his first year. Today, Nike’s annual sales top $30 billion. In an age of startups, Nike is the ne plus ultra of all startups, and the swoosh has become a revolutionary, globe-spanning icon, one of the most ubiquitous and recognizable symbols in the world today.

But Knight, the man behind the swoosh, has always remained a mystery. Now, for the first time, in a memoir that is candid, humble, gutsy, and wry, he tells his story, beginning with his crossroads moment. At 24, after backpacking around the world, he decided to take the unconventional path, to start his own business—a business that would be dynamic, different.

Knight details the many risks and daunting setbacks that stood between him and his dream—along with his early triumphs. Above all, he recalls the formative relationships with his first partners and employees, a ragtag group of misfits and seekers who became a tight-knit band of brothers. Together, harnessing the transcendent power of a shared mission, and a deep belief in the spirit of sport, they built a brand that changed everything. (less)",sports
98,Ryker,4.23,Sawyer Bennett,"12,381","1,111","13,450 followers","The rugged men of the Carolina Cold Fury hockey team are winning hearts once again in another scorching novel from New York Times bestselling author Sawyer Bennett.

The stakes have never been higher for Carolina Cold Fury goalie Ryker Evans. With his contract running out, he’s got a year left to prove he’s still at the top of his game. And since his wife left him, Ryker has been balancing life as a pro-hockey star and a single parent to two daughters. Management is waiting for him to screw up. The fans are ready to pounce. Everybody’s taking dirty shots—except for the fiery redhead whose faith in Ryker gives him a fresh start.

As the league’s only female general manager, Gray Brannon has learned not to mix business with pleasure. And yet even this tough, talented career woman can’t help breaking her own rules as she gives Ryker everything she’s got. She hopes their hot streak will last forever, but with Ryker’s conniving ex plotting to reclaim her man, the pressure’s on Gray to step up and save a tender new love before it’s too late. (less)",sports
99,Brooklynaire,4.09,Sarina Bowen,"17,592","2,059","14,041 followers","A sexy new standalone from USA Today bestseller Sarina Bowen.

You’d think a billion dollars, a professional hockey team and a six-bedroom mansion on the Promenade would satisfy a guy. You’d be wrong.

For seven years Rebecca has brightened my office with her wit and her smile. She manages both my hockey team and my sanity. I don’t know when I started waking in the night, craving her. All I know is that one whiff of her perfume ruins my concentration. And her laugh makes me hard.

When Rebecca gets hurt, I step in to help. It’s what friends do. But what friends don’t do is rip off each others’ clothes for a single, wild night together.

Now she’s avoiding me. She says we’re too different, and it can never happen again. So why can’t we keep our hands off each other? (less)",sports
