,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,title,rating,name,num_ratings,num_reviews,num_followers,synopsis
249,249.0,,,Split Second,4.03,David Baldacci,"68,008","2,845","114,326 followers","Michelle Maxwell has just wrecked her promising career at the Secret Service. Against her instincts, she let a presidential candidate out of her sight for the briefest moment and the man whose safety was her responsibility vanished into thin air. Sean King knows how the younger agent feels. Eight years earlier, the hard-charging Secret Service agent allowed his attention to be diverted for a split second. And the candidate he was protecting was gunned down before his eyes. Now Michelle and Sean are about to see their destinies converge.

Drawn into a maze of lies, secrets, and deadly coincidences, the two discredited agents uncover a shocking truth: that the separate acts of violence that shattered their lives were really a long time in the making – and are a long way from over…. (less)"
250,250.0,,,Jane Doe,4.03,Victoria Helen Stone,"21,780","2,774","1,279 followers","A double life with a single purpose: revenge.

Jane’s days at a Midwest insurance company are perfectly ordinary. She blends in well, unremarkably pretty in her floral-print dresses and extra efficient at her low-level job. She’s just the kind of woman middle manager Steven Hepsworth likes—meek, insecure, and willing to defer to a man. No one has any idea who Jane really is. Least of all Steven.

But plain Jane is hiding something. And Steven’s bringing out the worst in her.

Nothing can distract Jane from going straight for his heart: allowing herself to be seduced into Steven’s bed, to insinuate herself into his career and his family, and to expose all his dirty secrets. It’s time for Jane to dig out everything that matters to Steven. So she can take it all away.

Just as he did to her. (less)"
251,251.0,,,Velocity,3.87,Dean Koontz,"62,349","2,112","32,565 followers","Dean Koontz's unique talent for writing terrifying thrillers with a heart and soul is nowhere more evident than in this latest suspense masterpiece that pits one man against the ultimate deadline. If there were speed limits for the sheer pulse-racing excitement allowed in one novel, ""Velocity"" would break them all. Get ready for the ride of your life.

Bill Wiles is an easygoing, hardworking guy who leads a quiet, ordinary life. But that is about to change. One evening, after his usual eight-hour bartending shift, he finds a typewritten note under the windshield wiper of his car.

""If you don't take this note to the police and get them involved, I will kill a lovely blond schoolteacher. If you do take this note to the police, I will instead kill an elderly woman active in charity work. You have four hours to decide. The choice is yours.""


It seems like a sick joke, and Bill's friend on the police force, Lanny Olson, thinks so too. His advice to Bill is to go home and forget about it. Besides, what could they do even if they took the note seriously? No crime has actually been committed. But less than twenty-four hours later, a young blond schoolteacher is found murdered, and it's Bill's fault: he didn't convince the police to get involved. Now he's got another note, another deadline, another ultimatum...and two new lives hanging in the balance.

Suddenly Bill's average, seemingly innocuous life takes on the dimensions and speed of an accelerating nightmare. Because the notes are coming faster, the deadlines growing tighter, and the killer becoming bolder and crueler with every communication--until Bill is isolated with the terrifying knowledge that he alone has the power of life and death over a psychopath's innocent victims. Until the struggle between good and evil is intensely personal. Until the most chilling words of all are: ""The choice is yours."" (less)"
252,252.0,,,The Last House Guest,3.61,Megan Miranda,"92,769","6,613","10,114 followers","The summer after a wealthy young summer guest dies under suspicious circumstances, her best friend lives under a cloud of grief and suspicion.
Littleport, Maine, has always felt like two separate towns: an ideal vacation enclave for the wealthy, whose summer homes line the coastline; and a simple harbor community for the year-round residents whose livelihoods rely on service to the visitors.

Typically, fierce friendships never develop between a local and a summer girl—but that’s just what happens with visitor Sadie Loman and Littleport resident Avery Greer. Each summer for almost a decade, the girls are inseparable—until Sadie is found dead. While the police rule the death a suicide, Avery can’t help but feel there are those in the community, including a local detective and Sadie’s brother, Parker, who blame her. Someone knows more than they’re saying, and Avery is intent on clearing her name, before the facts get twisted against her.
The Last House Guest is a smart, twisty read that brilliantly explores the elusive nature of memory and the complexities of female friendships. (less)"
253,253.0,,,A Good Marriage,3.92,Kimberly McCreight,"49,298","5,263","3,805 followers","Lizzie Kitsakis is working late when she gets the call. Grueling hours are standard at elite law firms like Young & Crane, but they’d be easier to swallow if Lizzie was there voluntarily. Until recently, she’d been a happily underpaid federal prosecutor. That job and her brilliant, devoted husband Sam—she had everything she’d ever wanted. And then, suddenly, it all fell apart. 

No. That’s a lie. It wasn’t sudden, was it? Long ago the cracks in Lizzie’s marriage had started to show. She was just good at averting her eyes. 

The last thing Lizzie needs right now is a call from an inmate at Rikers asking for help—even if Zach Grayson is an old friend. But Zach is desperate: his wife, Amanda, has been found dead at the bottom of the stairs in their Brooklyn brownstone. And Zach’s the primary suspect. 

As Lizzie is drawn into the dark heart of idyllic Park Slope, she learns that Zach and Amanda weren’t what they seemed—and that their friends, a close-knit group of fellow parents at the exclusive Brooklyn Country Day school, might be protecting troubling secrets of their own. In the end, she’s left wondering not only whether her own marriage can be saved, but what it means to have a good marriage in the first place.

Big Little Lies meets Presumed Innocent in this riveting novel from the New York Times bestselling author of Reconstructing Amelia, in which a woman’s brutal murder reveals the perilous compromises some couples make—and the secrets they keep—in order to stay together. (less)"
254,254.0,,,Every Vow You Break,3.48,Peter Swanson,"31,029","4,541","7,896 followers","A bride’s dream honeymoon becomes a nightmare when a man with whom she’s had a regrettable one-night stand shows up in this psychological thriller from the author of Eight Perfect Murders.

Abigail Baskin never thought she’d fall in love with a millionaire. Then she met Bruce Lamb. But right before the wedding, Abigail has a drunken one-night stand on her bachelorette weekend. She puts the incident—and the sexy guy who wouldn’t give her his real name—out of her mind, and now believes she wants to be with Bruce for the rest of her life.

Then the mysterious stranger suddenly appears—and Abigail’s future life and happiness are turned upside down. He insists that their passionate night was the beginning of something special and he’s tracked her down to prove it.

Does she tell Bruce and ruin their idyllic honeymoon—and possibly their marriage? Or should she handle this psychopathic stalker on her own? To make the situation worse, strange things begin to happen. She sees a terrified woman in the night shadows, and no one at the resort seems to believe anything is amiss… including her perfect new husband. (less)"
255,255.0,,,Black Order,4.15,James Rollins,"34,394","1,238","12,264 followers","Librarian's note: This is an Alternate Cover Edition for ISBN10: 0752876457 ISBN13: 9780752876450.

A sinister fire in a Copenhagen bookstore ignites a relentless hunt across four continents. Arson and murder reveal an insidious plot to steal a Bible that once belonged to Charles Darwin, the father of evolutionary theory. And Commander Gray Pierce dives headlong into a mystery that dates back to Nazi Germany . . . and to horrific experiments performed in a now-abandoned laboratory buried in a hollowed-out mountain in Poland.
A continent away, madness ravages a remote monastery high in Nepal, as Buddhist monks turn to cannibalism and torture. Lisa Cummings, a young American doctor investigating the atrocity, is suddenly a target of a brutal assassin working for clandestine forces that want the affair buried at any cost. Lisa's only ally is a hidden pilgrim, Painter Crowe -- director of SIGMA Force, an elite command of American scientists and Special Forces operatives -- who is already showing signs of the baffling malady that destroyed the minds of the monks.
Now it is up to Gray Pierce to save both Painter and Lisa -- and a world in jeopardy -- as SIGMA Force races to expose a century-old plot that threatens to destroy the current world order . . . and alter the destiny of humankind forever.
Combining the historic scope of The Da Vinci Code with the relentless thrills of today's best action novels, James Rollins's Black Order is a classic adventure -- an ingenious and breathtaking tour de force that explodes with revelations . . . while offering a startling new view of our place in the grand scheme of existence.
(less)"
256,256.0,,,Fractured,4.15,Karin Slaughter,"60,385","2,665","57,735 followers","When Atlanta housewife Abigail Campano comes home unexpectedly one afternoon, she walks into a nightmare. A broken window, a bloody footprint on the stairs and, most devastating of all, the horrifying sight of her teenage daughter lying dead on the landing, a man standing over her with a bloody knife. The struggle which follows changes Abigail's life forever.

When the local police make a misjudgement which not only threatens the investigation but places a young girl's life in danger, the case is handed over to Special Agent Will Trent of the Criminal Apprehension Team - paired with detective Faith Mitchell, a woman who resents him from their first meeting.

But in the relentless heat of a Georgia summer, Will and Faith realise that they must work together to find the brutal killer who has targeted one of Atlanta's wealthiest, most privileged communities - before it's too late... (less)"
257,257.0,,,The Perfect Mother,3.55,Aimee Molloy,"55,094","5,418","1,020 followers","An addictive psychological thriller about a group of women whose lives become unexpectedly connected when one of their newborns goes missing.

They call themselves the May Mothers—a collection of new moms who gave birth in the same month. Twice a week, with strollers in tow, they get together in Prospect Park, seeking refuge from the isolation of new motherhood; sharing the fears, joys, and anxieties of their new child-centered lives.

When the group’s members agree to meet for drinks at a hip local bar, they have in mind a casual evening of fun, a brief break from their daily routine. But on this sultry Fourth of July night during the hottest summer in Brooklyn’s history, something goes terrifyingly wrong: one of the babies is abducted from his crib. Winnie, a single mom, was reluctant to leave six-week-old Midas with a babysitter, but the May Mothers insisted that everything would be fine. Now Midas is missing, the police are asking disturbing questions, and Winnie’s very private life has become fodder for a ravenous media.

Though none of the other members in the group are close to the reserved Winnie, three of them will go to increasingly risky lengths to help her find her son. And as the police bungle the investigation and the media begin to scrutinize the mothers in the days that follow, damaging secrets are exposed, marriages are tested, and friendships are formed and fractured. (less)"
258,258.0,,,The Street Lawyer,3.87,John Grisham,"110,493","2,818","71,428 followers","Michael was in a hurry. He was scrambling up the ladder at Drake & Sweeney, a giant D.C. law firm with eight hundred lawyers. The money was good and getting better; a partnership was three years away. He was a rising star with no time to waste, no time to stop, no time to toss a few coins into the cups of panhandlers. No time for a conscience.

But a violent encounter with a homeless man stopped him cold. Michael survived; his assailant did not. Who was this man? Michael did some digging, and learned that he was a mentally ill veteran who'd been in and out of shelters for many years. Then Michael dug a little deeper, and found a dirty secret, and the secret involved Drake & Sweeney.

The fast track derailed; the ladder collapsed. Michael bolted the firm and took a top-secret file with him. He landed in the streets, an advocate for the homeless, a street lawyer.

And a thief. (less)"
259,259.0,,,The Echo Wife,3.63,Sarah Gailey,"24,079","4,707","2,845 followers","I’m embarrassed, still, by how long it took me to notice. Everything was right there in the open, right there in front of me, but it still took me so long to see the person I had married.

It took me so long to hate him.

Martine is a genetically cloned replica made from Evelyn Caldwell’s award-winning research. She’s patient and gentle and obedient. She’s everything Evelyn swore she’d never be.

And she’s having an affair with Evelyn’s husband.

Now, the cheating bastard is dead, and both Caldwell wives have a mess to clean up.

Good thing Evelyn Caldwell is used to getting her hands dirty. (less)"
260,260.0,,,Christine,3.82,Stephen King,"223,025","4,356","799,032 followers","Christine est belle, racée, séduisante.

Elle aime les sensations fortes, les virées nocturnes et le rock n'roll des années héroïques. Depuis qu'elle connaît Arnie, elle est amoureuse. Signe particulier : Christine est une Plymouth « Fury », sortie en 1958 des ateliers automobiles de Detroit.

Une seule rivale en travers de sa route : Leigh, la petite amie d'Arnie…
Ce roman légendaire de Stephen King, rythmé par la musique de Chuck Berry et de Janis Joplin, a déjà pris place parmi les classiques de l'épouvante. (less)"
261,261.0,,,The Other Mrs.,3.74,Mary Kubica,"73,350","7,655","11,374 followers","Sadie and Will Foust have only just moved their family from bustling Chicago to small-town Maine when their neighbor, Morgan Baines, is found dead in her home. The murder rocks their tiny coastal island, but no one is more shaken than Sadie, who is terrified by the thought of a killer in her very own backyard.

But it’s not just Morgan’s death that has Sadie on edge. It’s their eerie old home, with its decrepit decor and creepy attic, which they inherited from Will’s sister after she died unexpectedly. It’s Will’s disturbed teenage niece Imogen, with her dark and threatening presence. And it’s the troubling past that continues to wear at the seams of their family.

As the eyes of suspicion turn toward the new family in town, Sadie is drawn deeper into the mystery of Morgan’s death. But Sadie must be careful, for the more she discovers about Mrs. Baines, the more she begins to realize just how much she has to lose if the truth ever comes to light. (less)"
262,262.0,,,The Ice Princess,3.75,Camilla Läckberg,"69,686","5,016","7,517 followers","Returning to her hometown of Fjallbacka after the funeral of her parents, writer Erica Falck finds a community on the brink of tragedy. The death of her childhood friend, Alex, is just the beginning. Her wrists slashed, her body frozen in an ice-cold bath, it seems that she has taken her own life.

Erica conceives a book about the beautiful but remote Alex, one that will answer questions about their own shared past. While her interest grows into an obsession, local detective Patrik Hedstrom is following his own suspicions about the case. But it is only when they start working together that the truth begins to emerge about a small town with a deeply disturbing past. (less)"
263,263.0,,,The Running Man,3.89,Stephen King,"117,675","4,260","799,032 followers","In the year 2025, the best men don't run for president, they run for their lives...

Ben Richards is out of work and out of luck. His eighteen-month-old daughter is sick, and neither Ben nor his wife can afford to take her to a doctor. For a man from the poor side of town with no cash and no hope, there's only one thing to do: become a contestant on one of the Network's Games, shows where you can win more money than you've ever dreamed of - or die trying. Now Ben's going prime-time on the Network's highest-rated viewer participation show. And he's about to become a prey for the masses... (less)"
264,264.0,,,Disclosure,3.79,Michael Crichton,"71,270","1,097","15,693 followers","Thomas Sanders' world collapses in just 24 hours - he is passed over for promotion, his new woman boss comes on to him during a drink after work, then, the next morning, he learns that she has accused him of sexually harassing her. She demands his transfer, thereby threatening to cut him off from the millions he would have made when his high-tech company was floated on the stock market.

What follow next made Disclosure the most talked about novel of the decade. (less)"
265,265.0,,,Dance of Death,4.18,Douglas Preston,"31,378","1,084","10,785 followers","Two brothers on opposite sides of the law battle it out on the streets of New York in this chill-inducing thriller, a follow-up to BRIMSTONE. — As the previous installment came to a close, vicious dogs and armed men surrounded FBI Special Agent Aloysius Pendergast and his demise seemed certain. Nevertheless, he did leave behind a legacy: a letter for his friend, NYPD Lieutenant Vincent D'Agosta. Its contents ask D'Agosta to assume the responsibility of pursuing Pendergast's younger brother Diogenes, an insane and vengeful genius who has sworn to commit the perfect crime on January 28 -- which is now only one week away. (less)"
266,266.0,,,The Overnight Guest,4.05,Heather Gudenkauf,"35,293","4,263","5,557 followers","A woman receives an unexpected visitor during a deadly snowstorm in this chilling thriller from New York Times bestselling author Heather Gudenkauf

She thought she was alone…

True crime writer Wylie Lark doesn’t mind being snowed in at the isolated farmhouse where she’s retreated to write her new book. A cozy fire, complete silence. It would be perfect, if not for the fact that decades earlier, at this very house, two people were murdered in cold blood and a girl disappeared without a trace.

As the storm worsens, Wylie finds herself trapped inside the house, haunted by the secrets contained within its walls—haunted by secrets of her own. Then she discovers a small child in the snow just outside. After bringing the child inside for warmth and safety, she begins to search for answers. But soon it becomes clear that the farmhouse isn’t as isolated as she thought, and someone is willing to do anything to find them. (less)"
267,267.0,,,Reamde,3.98,Neal Stephenson,"53,815","5,131","24,246 followers","Four decades ago, Richard Forthrast, the black sheep of an Iowa family, fled to a wild and lonely mountainous corner of British Columbia to avoid the draft. Smuggling backpack loads of high-grade marijuana across the border into Northern Idaho, he quickly amassed an enormous and illegal fortune. With plenty of time and money to burn, he became addicted to an online fantasy game in which opposing factions battle for power and treasure in a vast cyber realm. Like many serious gamers, he began routinely purchasing virtual gold pieces and other desirables from Chinese gold farmers—young professional players in Asia who accumulated virtual weapons and armor to sell to busy American and European buyers.

For Richard, the game was the perfect opportunity to launder his aging hundred dollar bills and begin his own high-tech start up—a venture that has morphed into a Fortune 500 computer gaming group, Corporation 9592, with its own super successful online role-playing game, T’Rain. But the line between fantasy and reality becomes dangerously blurred when a young gold farmer accidently triggers a virtual war for dominance—and Richard is caught at the center.

In this edgy, 21st century tale, Neal Stephenson, one of the most ambitious and prophetic writers of our time, returns to the terrain of his cyberpunk masterpieces Snow Crash and Cryptonomicon, leading readers through the looking glass and into the dark heart of imagination. (less)"
268,268.0,,,The Poet,4.21,Michael Connelly,"93,605","3,638","26,570 followers","Denver crime-beat reporter Jack McEvoy specializes in violent death. So when his homicide detective brother kills himself, McEvoy copes in the only way he knows how--he decides to write the story. But his research leads him to suspect a serial killer is at work--a devious murderer who's killing cops and leaving a trail of poetic clues. It's the news story of a lifetime, if he can get the story without losing his life. (less)"
269,269.0,,,The Collector,3.98,John Fowles,"68,997","4,927","2,320 followers","Withdrawn, uneducated and unloved, Frederick collects butterflies and takes photographs. He is obsessed with a beautiful stranger, the art student Miranda. When he wins the pools he buys a remote Sussex house and calmly abducts Miranda, believing she will grow to love him in time."
270,270.0,,,Heart-Shaped Box,3.85,Joe Hill,"122,712","9,763","23,885 followers","An aging death-metal rock god, Judas Coyne, is a collector of the macabre: a cookbook for cannibals... a used hangman's noose... a snuff film. But nothing he possesses is as unlikely or as dreadful as an item he learns is for sale on the Internet. For a thousand dollars, Jude will become the proud owner of a dead man's suit, said to be haunted by the deceased's restless spirit. Judas has spent a lifetime coping with ghosts - of an abusive father, of the lovers he callously abandoned, of the bandmates he betrayed - so what's one more?

But what UPS delivers to his door in a black heart-shaped box is no imaginary or metaphorical ghost, it's the real thing. And suddenly the suit's previous owner is everywhere - behind the bedroom door... seated in Jude's restored vintage Mustang... staring out from his widescreen TV - dangling a gleaming razor blade on a chain from one hand... (less)"
271,271.0,,,I Am Watching You,4.02,Teresa Driscoll,"148,575","8,519","1,988 followers","Traukinyje Ela Longfild stebi dvi paaugles, flirtuojančias su įtartinais vyrukais, kurie, pasirodo, ką tik išėjo iš kalėjimo. Iš pradžių ketinusi įsikišti ir neleisti merginoms veltis į pavojingą nuotykį, vėliau apsigalvoja.

Kitą dieną išgirsta kraupią žinią: viena iš traukiniu važiavusių merginų – gražioji Ana Belard – dingo. Susikrimtusi Ela kreipiasi į policiją, bet, žinoma, jau per vėlu.

Prabėga metai: mergina vis dar dingusi, du įtartini vyrukai – taip pat. Į Elos pašto dėžutę keliauja keisti gąsdinantys laiškai, o nutylėti faktai sunkiai slegia ir Anos tėvą, ir drauge traukiniu važiavusią Sarą.

Psichologinių trilerių autorė Teresa Driscoll, beveik dvidešimt metų dirbusi televizijos žurnaliste ir rengusi kriminalinių įvykių reportažus, tikroviškai pasakoja merginos dingimo dramą. Meistriškai išdėliotos užuominos verčia vis greičiau bėgti knygos puslapiais ir vis giliau panirti į daugiasluoksnių veikėjų paslaptis. (less)"
272,272.0,,,Ninth House,4.04,Leigh Bardugo,"181,322","27,988","133,455 followers","Galaxy “Alex” Stern is the most unlikely member of Yale’s freshman class. Raised in the Los Angeles hinterlands by a hippie mom, Alex dropped out of school early and into a world of shady drug dealer boyfriends, dead-end jobs, and much, much worse. By age twenty, in fact, she is the sole survivor of a horrific, unsolved multiple homicide. Some might say she’s thrown her life away. But at her hospital bed, Alex is offered a second chance: to attend one of the world’s most elite universities on a full ride. What’s the catch, and why her?

Still searching for answers to this herself, Alex arrives in New Haven tasked by her mysterious benefactors with monitoring the activities of Yale’s secret societies. These eight windowless “tombs” are well-known to be haunts of the future rich and powerful, from high-ranking politicos to Wall Street and Hollywood’s biggest players. But their occult activities are revealed to be more sinister and more extraordinary than any paranoid imagination might conceive. (less)"
273,273.0,,,The Witch Elm,3.58,Tana French,"89,441","11,069","23,050 followers","Toby is a happy-go-lucky charmer who's dodged a scrape at work and is celebrating with friends when the night takes a turn that will change his life: he surprises two burglars who beat him and leave him for dead. Struggling to recover from his injuries, beginning to understand that he might never be the same man again, he takes refuge at his family's ancestral home to care for his dying uncle Hugo. Then a skull is found in the trunk of an elm tree in the garden - and as detectives close in, Toby is forced to face the possibility that his past may not be what he has always believed.

The Witch Elm asks what we become, and what we're capable of, when we no longer know who we are. (less)"
274,274.0,,,Her Every Fear,3.77,Peter Swanson,"29,139","3,485","7,896 followers","Growing up, Kate Priddy was always a bit neurotic, experiencing momentary bouts of anxiety that exploded into full-blown panic attacks after an ex-boyfriend kidnapped her and nearly ended her life. When Corbin Dell, a distant cousin in Boston, suggests the two temporarily swap apartments, Kate, an art student in London, agrees, hoping that time away in a new place will help her overcome the recent wreckage of her life.

Soon after her arrival at Corbin’s grand apartment on Beacon Hill, Kate makes a shocking discovery: his next-door neighbor, a young woman named Audrey Marshall, has been murdered. When the police question her about Corbin, a shaken Kate has few answers, and many questions of her own—curiosity that intensifies when she meets Alan Cherney, a handsome, quiet tenant who lives across the courtyard, in the apartment facing Audrey’s. Alan saw Corbin surreptitiously come and go from Audrey’s place, yet he’s denied knowing her. Then, Kate runs into a tearful man claiming to be the dead woman’s old boyfriend, who insists Corbin did the deed the night that he left for London.

When she reaches out to her cousin, he proclaims his innocence and calms her nerves--until she comes across disturbing objects hidden in the apartment and accidentally learns that Corbin is not where he says he is. Could Corbin be a killer? What about Alan? Kate finds herself drawn to this appealing man who seems so sincere, yet she isn’t sure. Jet-lagged and emotionally unstable, her imagination full of dark images caused by the terror of her past, Kate can barely trust herself, so how could she take the chance on a stranger she’s just met? (less)"
275,275.0,,,Five Total Strangers,3.32,Natalie D. Richards,"41,603","4,693","1,515 followers","A hitched ride home in a snow storm turns sinister when one of the passengers is plotting for the ride to end in disaster.

When Mira flies home to spend Christmas with her mother in Pittsburgh, a record-breaking blizzard results in a cancelled layover. Desperate to get to her grief-ridden mother in the wake of a family death, Mira hitches a ride with a group of friendly college kids who were on her initial flight.

As the drive progresses and weather conditions become more treacherous, Mira realizes that the four other passengers she's stuck in the car with don't actually know one another.

Soon, they're not just dealing with heavy snowfall and ice-slick roads, but the fact that somebody will stop at nothing to ensure their trip ends in a deadly disaster. (less)"
276,276.0,,,The Brethren,3.75,John Grisham,"91,384","2,177","71,428 followers","They call themselves the Brethren: three disgraced former judges doing time in a Florida federal prison. One was sent up for tax evasion. Another, for skimming bingo profits. The third for a career-ending drunken joyride.

Meeting daily in the prison law library, taking exercise walks in their boxer shorts, these judges-turned-felons can reminisce about old court cases, dispense a little jailhouse justice, and contemplate where their lives went wrong. Or they can use their time in prison to get very rich—very fast. ... (less)"
277,277.0,,,What Lies Between Us,4.12,John Marrs,"31,853","4,053","5,227 followers","They say every house has its secrets, and the house that Maggie and Nina have shared for so long is no different. Except that these secrets are not buried in the past.

Every other night, Maggie and Nina have dinner together. When they are finished, Nina helps Maggie back to her room in the attic, and into the heavy chain that keeps her there. Because Maggie has done things to Nina that can’t ever be forgiven, and now she is paying the price.

But there are many things about the past that Nina doesn’t know, and Maggie is going to keep it that way—even if it kills her.

Because in this house, the truth is more dangerous than lies. (less)"
278,278.0,,,Caught,4.0,Harlan Coben,"62,489","4,397","28,792 followers","17 year-old Haley McWaid is a good girl, the pride of her suburban New Jersey family, captain of the lacrosse team, headed off to college next year with all the hopes and dreams her doting parents can pin on her. Which is why, when her mother wakes one morning to find that Haley never came home the night before, and three months quickly pass without word from the girl, the community assumes the worst.

Wendy Tynes is a reporter on a mission, to identify and bring down sexual predators via elaborate—and nationally televised—sting operations. Working with local police on her news program Caught in the Act, Wendy and her team have publicly shamed dozens of men by the time she encounters her latest target. Dan Mercer is a social worker known as a friend to troubled teens, but his story soon becomes more complicated than Wendy could have imagined. (less)"
279,279.0,,,The Hound of the Baskervilles,4.13,Arthur Conan Doyle,"307,483","10,350","20,790 followers","Could the sudden death of Sir Charles Baskerville have been caused by the gigantic ghostly hound that is said to have haunted his family for generations? Arch-rationalist Sherlock Holmes characteristically dismisses the theory as nonsense. And immersed in another case, he sends Watson to Devon to protect the Baskerville heir and observe the suspects close at hand. With its atmospheric setting on the ancient, wild moorland and its savage apparition, The Hound of the Baskervilles is one of the greatest crime novels ever written. Rationalism is pitted against the supernatural, good against evil, as Sherlock Holmes seeks to defeat a foe almost his equal. (less)"
280,280.0,,,The Chemistry of Death,4.12,Simon Beckett,"25,748","1,317","1,540 followers","Three years ago, David Hunter moved to rural Norfolk to escape his life in London, his gritty work in forensics, and a tragedy that nearly destroyed him. Working as a simple country doctor, seeing his lost wife and daughter only in his dreams, David struggles to remain uninvolved when the corpse of a woman is found in the woods, a macabre sign from her killer decorating her body. In one horrifying instant, the quiet summer countryside that had been David’s refuge has turned malevolent—and suddenly there is no place to hide.

The village of Manham is tight-knit, far from the beaten path. As a newcomer, Dr. Hunter is immediately a suspect. Once an expert in analyzing human remains, he reluctantly joins the police investigation—and when another woman disappears, it soon becomes personal. Because this time she is someone David knows, someone who has managed to penetrate the icy barrier around his heart. With a killer’s bizarre and twisted methods screaming out to him, with a brooding countryside beset with suspicion, David can feel the darkness gathering around him. For as the clock ticks down on a young woman’s life, David must follow a macabre trail of clues—all the way to its final, horrifying conclusion. (less)"
281,281.0,,,Later,4.01,Stephen King,"97,481","11,259","799,032 followers","The son of a struggling single mother, Jamie Conklin just wants an ordinary childhood. But Jamie is no ordinary child. Born with an unnatural ability his mom urges him to keep secret, Jamie can see what no one else can see and learn what no one else can learn. But the cost of using this ability is higher than Jamie can imagine - as he discovers when an NYPD detective draws him into the pursuit of a killer who has threatened to strike from beyond the grave.

Later is Stephen King at his finest, a terrifying and touching story of innocence lost and the trials that test our sense of right and wrong. With echoes of King's classic novel It, Later is a powerful, haunting, unforgettable exploration of what it takes to stand up to evil in all the faces it wears. (less)"
282,282.0,,,The Cheerleaders,3.79,Kara Thomas,"30,710","4,227","1,609 followers","There are no more cheerleaders in the town of Sunnybrook.

First there was the car accident—two girls gone after hitting a tree on a rainy night. Not long after, the murders happened. Those two girls were killed by the man next door. The police shot him, so no one will ever know why he did it. Monica’s sister was the last cheerleader to die. After her suicide, Sunnybrook High disbanded the cheer squad. No one wanted to be reminded of the girls they lost.

That was five years ago. Now the faculty and students at Sunnybrook High want to remember the lost cheerleaders. But for Monica, it’s not that easy. She just wants to forget. Only, Monica’s world is starting to unravel. There are the letters in her stepdad’s desk, an unearthed, years-old cell phone, a strange new friend at school. . . . Whatever happened five years ago isn’t over. Some people in town know more than they’re saying. And somehow Monica is at the center of it all.

There are no more cheerleaders in Sunnybrook, but that doesn’t mean anyone else is safe. (less)"
283,283.0,,,The Wheel of Darkness,3.95,Douglas Preston,"29,065","1,351","10,785 followers","At a remote monastery in Tibet, a rare and dangerous artifact mysteriously disappears. Aloysius Pendergast agrees to take up the search that leads him and Constance to the maiden voyage of the Britannia--and to an Atlantic crossing fraught with terror."
284,284.0,,,Past Tense,4.05,Lee Child,"62,689","4,960","27,432 followers","Jack Reacher plans to follow the autumn sun on an epic road trip across America, from Maine to California. He doesn't get far. On a country road deep in the New England woods, he sees a sign to a place he has never been - the town where his father was born. He thinks, what's one extra day? He takes the detour.

At the very same moment, close by, a car breaks down. Two young Canadians are trying to get to New York City to sell a treasure. They are stranded at a lonely motel in the middle of nowhere. It's a strange place ... but it's all there is.

The next morning in the city clerk's office, Reacher asks about the old family home. He's told no one named Reacher ever lived in that town. He knows his father never went back. Now he wonders, was he ever there in the first place?

So begins another nail-biting, adrenaline-fuelled adventure for Reacher. The present can be tense, but the past can be worse. That's for damn sure. (less)"
285,285.0,,,The Lions of Lucerne,4.07,Brad Thor,"37,910","1,769","5,855 followers","On the snowy Utah slopes, thirty Secret Service agents are viciously executed and the vacationing president of the United States kidnapped, seemingly by the Fatah, a lethal terrorist organization in the Middle East. But Scot Harvath, surviving agent and ex-Navy SEAL, doesn't believe the Fatah is responsible.

A shadowy coalition comprises some of the highest-ranking officials in government and business – men who operate above the law, realize the threat Scot poses to their hidden agenda, and will do anything to stop him. Framed for murder and on the run, Scot takes to the towering mountains of Switzerland with beautiful Claudia Mueller of the Swiss Federal Attorney's Office. They brave subzero temperatures and sheer heights of treacherous Mount Pilatus, and the den of notorious professional killers. (less)"
286,286.0,,,I Am Not a Serial Killer,3.8,Dan Wells,"35,362","4,560","5,429 followers","John Wayne Cleaver is dangerous, and he knows it.

He's spent his life doing his best not to live up to his potential.

He's obsessed with serial killers, but really doesn't want to become one. So for his own sake, and the safety of those around him, he lives by rigid rules he's written for himself, practicing normal life as if it were a private religion that could save him from damnation.

Dead bodies are normal to John. He likes them, actually. They don't demand or expect the empathy he's unable to offer. Perhaps that's what gives him the objectivity to recognize that there's something different about the body the police have just found behind the Wash-n-Dry Laundromat---and to appreciate what that difference means.

Now, for the first time, John has to confront a danger outside himself, a threat he can't control, a menace to everything and everyone he would love, if only he could.

Dan Wells' debut novel is the first volume of a trilogy that will keep you awake and then haunt your dreams.
(less)"
287,287.0,,,The Odessa File,4.13,Frederick Forsyth,"58,387",912,"3,266 followers","The suicide of an elderly German Jew explodes into revelation after revelation: a Mafia-like organization called Odessa, a real-life fugitive known at the ""Butcher of Riga"", a young German journalist turned obsessed avenger...and ultimately, of a brilliant, ruthless plot to reestablish the worldwide power of SS mass murders and to carry out Hitler's chilling ""Final Solution."" (less)"
