,title,rating,name,num_ratings,num_reviews,num_followers,synopsis,genre,A Brief History of Time,4.2,Stephen Hawking,"3,82,736","11,056",11.3k,"In the ten years since its publication in 1988, Stephen Hawking's classic work has become a landmark volume in scientific writing, with more than nine million copies in forty languages sold worldwide. That edition was on the cutting edge of what was then known about the origins and nature of the universe. But the intervening years have seen extraordinary advances in the technology of observing both the micro- and the macrocosmic worlds. These observations have confirmed many of Professor Hawking's theoretical predictions in the first edition of his book, including the recent discoveries of the Cosmic Background Explorer satellite (COBE), which probed back in time to within 300,000 years of the universe's beginning and revealed wrinkles in the fabric of space-time that he had projected. Eager to bring to his original text the new knowledge revealed by these observations, as well as his own recent research, Professor Hawking has prepared a new introduction to the book, written an entirely new chapter on wormholes and time travel, and updated the chapters throughout.",science
449,Reflected in You,4.31,Sylvia Day,"3,33,645","10,919","118,452 followers","Gideon Cross. As beautiful and flawless on the outside as he was damaged and tormented on the inside. He was a bright, scorching flame that singed me with the darkest of pleasures. I couldn't stay away. I didn't want to. He was my addiction... my every desire... mine.

My past was as violent as his, and I was just as broken. We’d never work. It was too hard, too painful... except when it was perfect. Those moments when the driving hunger and desperate love were the most exquisite insanity.

We were bound by our need. And our passion would take us beyond our limits to the sweetest, sharpest edge of obsession... (less)",romance,,,,,,,,
450,99 Percent Mine,3.39,Sally Thorne,"68,239","8,263","17,935 followers","Crush: a strong and often short-lived infatuation, particularly for someone beyond your reach…

Darcy Barrett has undertaken a global survey of men. She’s travelled the world, and can categorically say that no one measures up to Tom Valeska, whose only flaw is that Darcy’s twin brother Jamie saw him first and claimed him forever as his best friend. Despite Darcy’s best efforts, Tom’s off limits and loyal to her brother, 99%. That’s the problem with finding her dream man at age eight and peaking in her photography career at age twenty—ever since, she’s had to learn to settle for good enough.

When Darcy and Jamie inherit a tumble-down cottage from their grandmother, they’re left with strict instructions to bring it back to its former glory and sell the property. Darcy plans to be in an aisle seat halfway across the ocean as soon as the renovations start, but before she can cut and run, she finds a familiar face on her porch: house-flipper extraordinaire Tom’s arrived, he’s bearing power tools, and he’s single for the first time in almost a decade.

Suddenly Darcy’s considering sticking around to make sure her twin doesn’t ruin the cottage’s inherent magic with his penchant for grey and chrome. She’s definitely not staying because of her new business partner’s tight t-shirts, or that perfect face that's inspiring her to pick up her camera again. Soon sparks are flying—and it’s not the faulty wiring. It turns out one percent of Tom’s heart might not be enough for Darcy anymore. This time around, she’s switching things up. She’s going to make Tom Valeska 99 percent hers. (less)",romance,,,,,,,,
451,Kulti,4.31,Mariana Zapata,"93,273","10,723","39,156 followers","“Trust me, I’ve wanted to punch you in the face a time or five.”

When the man you worshipped as a kid becomes your coach, it’s supposed to be the greatest thing in the world. Keywords: supposed to.

It didn't take a week for 27-year-old Sal Casillas to wonder what she'd seen in the international soccer icon - why she'd ever had his posters on her wall or ever envisioned marrying him and having super-playing soccer babies.

Sal had long ago gotten over the worst non-break-up in the history of imaginary relationships with a man who hadn't known she'd existed. So she isn't prepared for this version of Reiner Kulti who shows up to her team's season: a quiet, reclusive shadow of the explosive, passionate man he'd once been. (less)",romance,,,,,,,,
452,Heartstopper: Volume Four,4.67,Alice Oseman,"2,15,366","24,694","56,006 followers","Boy meets boy. Boys become friends. Boys fall in love. The bestselling LGBTQ+ graphic novel about life, love, and everything that happens in between: this is the fourth volume of HEARTSTOPPER, for fans of The Art of Being Normal, Holly Bourne and Love, Simon.

Charlie didn't think Nick could ever like him back, but now they're officially boyfriends. Charlie's beginning to feel ready to say those three little words: I love you.

Nick's been feeling the same, but he's got a lot on his mind - not least coming out to his dad, and the fact that Charlie might have an eating disorder.

As summer turns to autumn and a new school year begins, Charlie and Nick are about to learn a lot about what love means.

Heartstopper is about love, friendship, loyalty and mental illness. It encompasses all the small stories of Nick and Charlie's lives that together make up something larger, which speaks to all of us.

This is the fourth volume of Heartstopper, which has now been optioned for television by See-Saw Films. (less)",romance,,,,,,,,
453,Insurgent,3.99,Veronica Roth,"13,61,772","61,174","460,057 followers","One choice can transform you—or it can destroy you. But every choice has consequences, and as unrest surges in the factions all around her, Tris Prior must continue trying to save those she loves—and herself—while grappling with haunting questions of grief and forgiveness, identity and loyalty, politics and love.

Tris's initiation day should have been marked by celebration and victory with her chosen faction; instead, the day ended with unspeakable horrors. War now looms as conflict between the factions and their ideologies grows. And in times of war, sides must be chosen, secrets will emerge, and choices will become even more irrevocable—and even more powerful. Transformed by her own decisions but also by haunting grief and guilt, radical new discoveries, and shifting relationships, Tris must fully embrace her Divergence, even if she does not know what she may lose by doing so.

New York Times bestselling author Veronica Roth's much-anticipated second book of the dystopian DIVERGENT series is another intoxicating thrill ride of a story, rich with hallmark twists, heartbreaks, romance, and powerful insights about human nature. (less)",romance,,,,,,,,
454,Can You Keep a Secret?,3.84,Sophie Kinsella,"4,17,006","13,598","36,794 followers","Meet Emma Corrigan, a young woman with a huge heart, an irrepressible spirit, and a few little secrets: Secrets from her boyfriend: I've always thought Connor looks a bit like Ken. As in Barbie and Ken. Secrets from her mother: I lost my virginity in the spare bedroom with Danny Nussbaum while Mum and Dad were downstairs watching Ben-Hur. Secrets she wouldn't share with anyone in the world: I have no idea what NATO stands for. Or even what it is. Until she spills them all to a handsome stranger on a plane. At least, she thought he was a stranger.…Until Emma comes face-to-face with Jack Harper, the company's elusive CEO, a man who knows every single humiliating detail about her... (less)",romance,,,,,,,,
455,Vampire Academy,4.11,Richelle Mead,"6,12,124","24,376","66,427 followers","Only a true best friend can protect you from your immortal enemies...

Lissa Dragomir is a Moroi princess: a mortal vampire with a rare gift for harnessing the earth's magic. She must be protected at all times from Strigoi; the fiercest vampires—the ones who never die. The powerful blend of human and vampire blood that flows through Rose Hathaway, Lissa's best friend, makes her a dhampir. Rose is dedicated to a dangerous life of protecting Lissa from the Strigoi, who are hell-bent on making Lissa one of them.

After two years of freedom, Rose and Lissa are caught and dragged back to St. Vladimir's Academy, a school for vampire royalty and their guardians-to-be, hidden in the deep forests of Montana. But inside the iron gates, life is even more fraught with danger... and the Strigoi are always close by.

Rose and Lissa must navigate their dangerous world, confront the temptations of forbidden love, and never once let their guard down, lest the evil undead make Lissa one of them forever... (less)",romance,,,,,,,,
456,Birthday Girl,4.01,Penelope Douglas,"1,46,522","14,397","54,949 followers","JORDAN

He took me in when I had nowhere else to go. He doesn’t use me, hurt me, or forget about me. He listens to me, protects me, and sees me. I can feel his eyes on me over the breakfast table, and my heart pumps so hard when I hear him pull in the driveway after work.

I have to stop this. It can’t happen.

My sister once told me there are no good men, and if you find one, he’s probably unavailable. Only Pike Lawson isn’t the unavailable one.
I am.

PIKE

I took her in, because I thought I was helping. As the days go by, though, it’s becoming anything but easy. I have to stop my mind from drifting to her and stop holding my breath every time I bump into her in the house. I can’t touch her, and I shouldn’t want to.

But we’re not free to give into this. She’s nineteen, and I’m thirty-eight.

And her boyfriend’s father.

Unfortunately, they both just moved into my house. (less)",romance,,,,,,,,
457,They Both Die at the End,3.85,Adam Silvera,"4,99,536","61,921","29,211 followers","Adam Silvera reminds us that there’s no life without death and no love without loss in this devastating yet uplifting story about two people whose lives change over the course of one unforgettable day.

On September 5, a little after midnight, Death-Cast calls Mateo Torrez and Rufus Emeterio to give them some bad news: They’re going to die today.

Mateo and Rufus are total strangers, but, for different reasons, they’re both looking to make a new friend on their End Day. The good news: There’s an app for that. It’s called the Last Friend, and through it, Rufus and Mateo are about to meet up for one last great adventure—to live a lifetime in a single day. (less)",romance,,,,,,,,
458,The Roommate,3.66,Rosie Danan,"72,585","8,768","1,697 followers","House Rules:
Do your own dishes.
Knock before entering the bathroom.
Never look up your roommate online.

The Wheatons are infamous among the east coast elite for their lack of impulse control, except for their daughter Clara. She’s the consummate socialite: over-achieving, well-mannered, predictable. But every Wheaton has their weakness. When Clara’s childhood crush invites her to move cross-country, the offer is too much to resist. Unfortunately, it’s also too good to be true.

After a bait-and-switch, Clara finds herself sharing a lease with a charming stranger. Josh might be a bit too perceptive—not to mention handsome—for comfort, but there’s a good chance he and Clara could have survived sharing a summer sublet if she hadn’t looked him up on the Internet...

Once she learns how Josh has made a name for himself, Clara realizes living with him might make her the Wheaton’s most scandalous story yet. His professional prowess inspires her to take tackling the stigma against female desire into her own hands. They may not agree on much, but Josh and Clara both believe women deserve better sex. What they decide to do about it will change both of their lives, and if they’re lucky, they’ll help everyone else get lucky too. (less)",romance,,,,,,,,
459,Neon Gods,3.74,Katee Robert,"1,05,292","13,590","14,701 followers","He was supposed to be a myth.
But from the moment I crossed the River Styx and fell under his dark spell... he was, quite simply, mine.

Society darling Persephone Dimitriou plans to flee the ultra-modern city of Olympus and start over far from the backstabbing politics of the Thirteen Houses. But all that’s ripped away when her mother ambushes her with an engagement to Zeus, the dangerous power behind their glittering city’s dark facade.

With no options left, Persephone flees to the forbidden undercity and makes a devil’s bargain with a man she once believed a myth... a man who awakens her to a world she never knew existed.

Hades has spent his life in the shadows, and he has no intention of stepping into the light. But when he finds that Persephone can offer a little slice of the revenge he’s spent years craving, it’s all the excuse he needs to help her—for a price. Yet every breathless night spent tangled together has given Hades a taste for Persephone, and he’ll go to war with Olympus itself to keep her close…

A modern retelling of Hades and Persephone that’s as sinful as it is sweet. (less)",romance,,,,,,,,
460,Scarlet,4.25,Marissa Meyer,"3,75,676","35,316","117,597 followers","Cinder returns in the second thrilling installment of the New York Times-bestselling Lunar Chronicles.

She’s trying to break out of prison—even though if she succeeds, she’ll be the Commonwealth’s most wanted fugitive. Halfway around the world, Scarlet Benoit’s grandmother is missing. It turns out there are many things Scarlet doesn’t know about her grandmother and the grave danger she has lived in her whole life.

When Scarlet encounters Wolf, a street fighter who may have information as to her grandmother’s whereabouts, she has no choice but to trust him, though he clearly has a few dark secrets of his own. As Scarlet and Wolf work to unravel one mystery, they find another when they cross paths with Cinder. Together, they must stay one step ahead of the vicious Lunar Queen who will do anything to make Prince Kai her husband, her king, her prisoner. (less)",romance,,,,,,,,
461,A Court of Frost and Starlight,3.8,Sarah J. Maas,"4,16,706","32,920","259,941 followers","A tender addition to the #1 New York Times bestselling Court of Thorns and Roses series by Sarah J. Maas, bridging the events of A Court of Wings and Ruin and upcoming books.

Feyre, Rhysand, and their friends are still busy rebuilding the Night Court and the vastly altered world beyond, recovering from the war that changed everything. But Winter Solstice is finally approaching, and with it, the joy of a hard-earned reprieve.

Yet even the festive atmosphere can't keep the shadows of the past from looming. As Feyre navigates her first Winter Solstice as High Lady, her concern for those dearest to her deepens. They have more wounds than she anticipated-scars that will have a far-reaching impact on the future of their court.

Bridging the events of A Court of Wings and Ruin with the later books in the series, A Court of Frost and Starlight explores the far-reaching effects of a devastating war and the fierce love between friends. (less)",romance,,,,,,,,
462,The Ex Talk,3.76,Rachel Lynn Solomon,"55,513","8,490","4,274 followers","Public radio co-hosts navigate mixed signals in Rachel Lynn Solomon's sparkling romantic comedy debut.

Shay Goldstein has been a producer at her Seattle public radio station for nearly a decade, and she can't imagine working anywhere else. But lately it's been a constant clash between her and her newest colleague, Dominic Yun, who's fresh off a journalism master's program and convinced he knows everything about public radio.

When the struggling station needs a new concept, Shay proposes a show that her boss green-lights with excitement. On The Ex Talk, two exes will deliver relationship advice live, on air. Their boss decides Shay and Dominic are the perfect co-hosts, given how much they already despise each other. Neither loves the idea of lying to listeners, but it's this or unemployment. Their audience gets invested fast, and it's not long before The Ex Talk becomes a must-listen in Seattle and climbs podcast charts.

As the show gets bigger, so does their deception, especially when Shay and Dominic start to fall for each other. In an industry that values truth, getting caught could mean the end of more than just their careers. (less)",romance,,,,,,,,
463,Tangled,4.05,Emma Chase,"1,14,894","9,920","18,238 followers","Drew Evans is a winner. Handsome and arrogant, he makes multimillion dollar business deals and seduces New York’s most beautiful women with just a smile. He has loyal friends and an indulgent family. So why has he been shuttered in his apartment for seven days, miserable and depressed?

He’ll tell you he has the flu.

But we all know that’s not really true.

Katherine Brooks is brilliant, beautiful and ambitious. She refuses to let anything - or anyone - derail her path to success. When Kate is hired as the new associate at Drew’s father’s investment banking firm, every aspect of the dashing playboy’s life is thrown into a tailspin. The professional competition she brings is unnerving, his attraction to her is distracting, his failure to entice her into his bed is exasperating.

Then, just when Drew is on the cusp of having everything he wants, his overblown confidence threatens to ruin it all. Will he be able untangle his feelings of lust and tenderness, frustration and fulfillment? Will he rise to the most important challenge of his life?

Can Drew Evans win at love?

Tangled is not your mother’s romance novel. It is an outrageous, passionate, witty narrative about a man who knows a lot about women…just not as much as he thinks he knows. As he tells his story, Drew learns the one thing he never wanted in life, is the only thing he can’t live without. (less)",romance,,,,,,,,
464,City of Fallen Angels,4.09,Cassandra Clare,"5,57,458","25,823","257,120 followers","The Mortal War is over, and sixteen-year-old Clary Fray is back home in New York, excited about all the possibilities before her. She’s training to become a Shadowhunter and to use her unique power. Her mother is getting married to the love of her life. Downworlders and Shadowhunters are at peace at last. And—most importantly of all—she can finally call Jace her boyfriend.

But nothing comes without a price.

Someone is murdering Shadowhunters, provoking tensions between Downworlders and Shadowhunters that could lead to a second, bloody war. Clary’s best friend, Simon, can’t help her—his mother just found out that he’s a vampire, and now he’s homeless. When Jace begins to pull away from her without explaining why, Clary is forced to delve into the heart of a mystery whose solution reveals her worst nightmare: she herself has set in motion a terrible chain of events that could lead to her losing everything she loves. Even Jace. (less)",romance,,,,,,,,
465,P.S. I Love You,4.02,Cecelia Ahern,"3,64,996","9,300","17,611 followers","A novel about holding on, letting go, and learning to love again.
Now in paperback, the endearing novel that captured readers' hearts and introduced a fresh new voice in women's fiction Cecelia Ahern.
Holly couldn't live without her husband Gerry, until the day she had to. They were the kind of young couple who could finish each other's sentences. When Gerry succumbs to a terminal illness and dies, 30-year-old Holly is set adrift, unable to pick up the pieces. But with the help of a series of letters her husband left her before he died and a little nudging from an eccentric assortment of family and friends, she learns to laugh, overcome her fears, and discover a world she never knew existed.
The kind of enchanting novel with cross-generational appeal that comes along once in a great while, PS, I Love You is a captivating love letter to the world!
(less)",romance,,,,,,,,
466,Serpent & Dove,4.03,Shelby Mahurin,"2,15,924","28,012","10,732 followers","Bound as one to love, honor, or burn.

Two years ago, Louise le Blanc fled her coven and took shelter in the city of Cesarine, forsaking all magic and living off whatever she could steal. There, witches like Lou are hunted. They are feared. And they are burned.

Sworn to the Church as a Chasseur, Reid Diggory has lived his life by one principle: thou shalt not suffer a witch to live. His path was never meant to cross with Lou's, but a wicked stunt forces them into an impossible union—holy matrimony.

The war between witches and Church is an ancient one, and Lou's most dangerous enemies bring a fate worse than fire. Unable to ignore her growing feelings, yet powerless to change what she is, a choice must be made.

And love makes fools of us all.

This is a previously published edition of ISBN 9780062878021. An alternate cover edition can be found here. (less)",romance,,,,,,,,
467,After You,3.73,Jojo Moyes,"3,43,488","25,061","55,383 followers","From the New York Times bestselling author of The Giver of Stars, discover the love story that captured over 20 million hearts in Me Before You, After You, and Still Me.

“You’re going to feel uncomfortable in your new world for a bit. But I hope you feel a bit exhilarated too. Live boldly. Push yourself. Don’t settle. Just live well. Just live. Love, Will.”

How do you move on after losing the person you loved? How do you build a life worth living?

Louisa Clark is no longer just an ordinary girl living an ordinary life. After the transformative six months spent with Will Traynor, she is struggling without him. When an extraordinary accident forces Lou to return home to her family, she can’t help but feel she’s right back where she started.

Her body heals, but Lou herself knows that she needs to be kick-started back to life. Which is how she ends up in a church basement with the members of the Moving On support group, who share insights, laughter, frustrations, and terrible cookies. They will also lead her to the strong, capable Sam Fielding—the paramedic, whose business is life and death, and the one man who might be able to understand her. Then a figure from Will’s past appears and hijacks all her plans, propelling her into a very different future. . . .

For Lou Clark, life after Will Traynor means learning to fall in love again, with all the risks that brings. But here Jojo Moyes gives us two families, as real as our own, whose joys and sorrows will touch you deeply, and where both changes and surprises await. (less)",romance,,,,,,,,
468,The Crown,3.66,Kiera Cass,"2,21,111","17,172","57,212 followers","When Eadlyn became the first princess of Illéa to hold her own Selection, she didn’t think she would fall in love with any of her thirty-five suitors. She spent the first few weeks of the competition counting down the days until she could send them all home. But as events at the palace force Eadlyn even further into the spotlight, she realizes that she might not be content remaining alone.

Eadlyn still isn’t sure she’ll find the fairytale ending her parents did twenty years ago. But sometimes the heart has a way of surprising you…and soon Eadlyn must make a choice that feels more impossible—and more important—than she ever imagined. (less)",romance,,,,,,,,
469,Rebecca,4.24,Daphne du Maurier,"5,53,251","32,776","7,539 followers","""Last night I dreamt I went to Manderley again...""

Ancient, beautiful Manderley, between the rose garden and the sea, is the county's showpiece. Rebecca made it so - even a year after her death, Rebecca's influence still rules there. How can Maxim de Winter's shy new bride ever fill her place or escape her vital shadow?

A shadow that grows longer and darker as the brief summer fades, until, in a moment of climatic revelations, it threatens to eclipse Manderley and its inhabitants completely... (less)",romance,,,,,,,,
470,Regretting You,4.22,Colleen Hoover,"2,63,950","21,108","574,638 followers","Morgan Grant and her sixteen-year-old daughter, Clara, would like nothing more than to be nothing alike.

Morgan is determined to prevent her daughter from making the same mistakes she did. By getting pregnant and married way too young, Morgan put her own dreams on hold. Clara doesn’t want to follow in her mother’s footsteps. Her predictable mother doesn’t have a spontaneous bone in her body.

With warring personalities and conflicting goals, Morgan and Clara find it increasingly difficult to coexist. The only person who can bring peace to the household is Chris—Morgan’s husband, Clara’s father, and the family anchor. But that peace is shattered when Chris is involved in a tragic and questionable accident. The heartbreaking and long-lasting consequences will reach far beyond just Morgan and Clara.

While struggling to rebuild everything that crashed around them, Morgan finds comfort in the last person she expects to, and Clara turns to the one boy she’s been forbidden to see. With each passing day, new secrets, resentment, and misunderstandings make mother and daughter fall further apart. So far apart, it might be impossible for them to ever fall back together. (less)",romance,,,,,,,,
471,Walking Disaster,4.17,Jamie McGuire,"1,83,607","12,258","40,955 followers","How much is too much to love? Travis Maddox learned two things from his mother before she died: Love hard. Fight harder.

Finally, the highly anticipated follow-up to the New York Times bestseller Beautiful Disaster.

Can you love someone too much?

Travis Maddox learned two things from his mother before she died: Love hard. Fight harder.

In Walking Disaster, the life of Travis is full of fast women, underground gambling, and violence. But just when he thinks he is invincible, Abby Abernathy brings him to his knees.

Every story has two sides. In Beautiful Disaster, Abby had her say. Now it’s time to see the story through Travis’s eyes. (less)",romance,,,,,,,,
472,One True Loves,4.09,Taylor Jenkins Reid,"1,46,296","19,251","98,520 followers","In her twenties, Emma Blair marries her high school sweetheart, Jesse. They build a life for themselves, far away from the expectations of their parents and the people of their hometown in Massachusetts. They travel the world together, living life to the fullest and seizing every opportunity for adventure.

On their first wedding anniversary, Jesse is on a helicopter over the Pacific when it goes missing. Just like that, Jesse is gone forever.

Emma quits her job and moves home in an effort to put her life back together. Years later, now in her thirties, Emma runs into an old friend, Sam, and finds herself falling in love again. When Emma and Sam get engaged, it feels like Emma’s second chance at happiness.

That is, until Jesse is found. He’s alive, and he’s been trying all these years to come home to her. With a husband and a fiancé, Emma has to now figure out who she is and what she wants, while trying to protect the ones she loves.

Who is her one true love? What does it mean to love truly?

Emma knows she has to listen to her heart. She’s just not sure what it’s saying. (less)",romance,,,,,,,,
473,Seven Days in June,4.1,Tia Williams,"73,594","9,386","1,649 followers","Brooklynite Eva Mercy is a single mom and bestselling erotica writer, who is feeling pressed from all sides. Shane Hall is a reclusive, enigmatic, award-winning literary author who, to everyone's surprise, shows up in New York.

When Shane and Eva meet unexpectedly at a literary event, sparks fly, raising not only their past buried traumas, but the eyebrows of New York's Black literati. What no one knows is that twenty years earlier, teenage Eva and Shane spent one crazy, torrid week madly in love. They may be pretending that everything is fine now, but they can't deny their chemistry - or the fact that they've been secretly writing to each other in their books ever since.

Over the next seven days in the middle of a steamy Brooklyn summer, Eva and Shane reconnect, but Eva's not sure how she can trust the man who broke her heart, and she needs to get him out of New York so that her life can return to normal. But before Shane disappears again, there are a few questions she needs answered...

With its keen observations of Black life and the condition of modern motherhood, as well as the consequences of motherless-ness, Seven Days in June is by turns humorous, warm and deeply sensual.

Alternate cover edition of ISBN 9781538719107. (less)",romance,,,,,,,,
474,Written in the Stars,3.91,Alexandria Bellefleur,"30,795","5,543","1,695 followers","With nods to Bridget Jones and Pride and Prejudice, a charming #ownvoices queer rom-com debut about a free-spirited social media astrologer who agrees to fake a relationship with an uptight actuary until New Year’s Eve—with results not even the stars could predict!

After a disastrous blind date, Darcy Lowell is desperate to stop her well-meaning brother from playing matchmaker ever again. Love—and the inevitable heartbreak—is the last thing she wants. So she fibs and says her latest set up was a success. Darcy doesn’t expect her lie to bite her in the ass.

Elle Jones, one of the astrologers behind the popular Twitter account, Oh My Stars, dreams of finding her soul mate. But she knows it is most assuredly not Darcy... a no-nonsense stick-in-the-mud, who is way too analytical, punctual, and skeptical for someone as free-spirited as Elle. When Darcy’s brother—and Elle's new business partner—expresses how happy he is that they hit it off, Elle is baffled. Was Darcy on the same date? Because... awkward.

When Darcy begs Elle to play along, she agrees to pretend they’re dating to save face. But with a few conditions: Darcy must help Elle navigate her own overbearing family over the holidays and their arrangement expires on New Year’s Eve. The last thing they expect is to develop real feelings during a fake relationship.

But maybe opposites can attract when true love is written in the stars? (less)",romance,,,,,,,,
475,The Duchess War,3.82,Courtney Milan,"26,213","2,810","5,034 followers","Sometimes love is an accident.

This time, it’s a strategy.

Miss Minerva Lane is a quiet, bespectacled wallflower, and she wants to keep it that way. After all, the last time she was the center of attention, it ended badly—so badly that she changed her name to escape her scandalous past. Wallflowers may not be the prettiest of blooms, but at least they don't get trampled. So when a handsome duke comes to town, the last thing she wants is his attention.

But that is precisely what she gets.

Because Robert Blaisdell, the Duke of Clermont, is not fooled. When Minnie figures out what he’s up to, he realizes there is more to her than her spectacles and her quiet ways. And he’s determined to lay her every secret bare before she can discover his. But this time, one shy miss may prove to be more than his match... (less)",romance,,,,,,,,
476,Bet Me,3.93,Jennifer Crusie,"90,475","4,059","7,134 followers","Minerva Dobbs knows that happily-ever-after is a fairy tale, especially with a man who asked her to dinner to win a bet. Even if he is gorgeous and successful Calvin Morrisey. Cal knows commitment is impossible, especially with a woman as cranky as Min Dobbs. Even if she does wear great shoes and keeps him on his toes. When they say good-bye at the end of their evening, they cut their losses and agree never to see each other again.

But Fate has other plans, and it's not long before Min and Cal meet again. Soon, they're dealing with a jealous ex-boyfriend, Krispy Kreme donuts, a determined psychologist, chaos theory, a freakishly intelligent cat, Chicken Marsala, and more risky propositions than either of them ever dreamed of. Including the biggest gamble of all—true love. (less)",romance,,,,,,,,
477,You Had Me at Hola,3.7,Alexis Daria,"31,771","5,491","1,607 followers","RITA® Award Winning author Alexis Daria brings readers an unforgettable, hilarious rom-com set in the drama-filled world of telenovelas—perfect for fans of Jane the Virgin and The Kiss Quotient.

Leading Ladies do not end up on tabloid covers. 

After a messy public breakup, soap opera darling Jasmine Lin Rodriguez finds her face splashed across the tabloids. When she returns to her hometown of New York City to film the starring role in a bilingual romantic comedy for the number one streaming service in the country, Jasmine figures her new “Leading Lady Plan” should be easy enough to follow—until a casting shake-up pairs her with telenovela hunk Ashton Suárez. 

Leading Ladies don’t need a man to be happy. 

After his last telenovela character was killed off, Ashton is worried his career is dead as well. Joining this new cast as a last-minute addition will give him the chance to show off his acting chops to American audiences and ping the radar of Hollywood casting agents. To make it work, he’ll need to generate smoking-hot on-screen chemistry with Jasmine. Easier said than done, especially when a disastrous first impression smothers the embers of whatever sexual heat they might have had. 

Leading Ladies do not rebound with their new costars. 

With their careers on the line, Jasmine and Ashton agree to rehearse in private. But rehearsal leads to kissing, and kissing leads to a behind-the-scenes romance worthy of a soap opera. While their on-screen performance improves, the media spotlight on Jasmine soon threatens to destroy her new image and expose Ashton’s most closely guarded secret.

  (less)",romance,,,,,,,,
478,Memoirs of a Geisha,4.14,Arthur Golden,"18,79,269","33,194","2,506 followers","A literary sensation and runaway bestseller, this brilliant novel presents with seamless authenticity and exquisite lyricism the true confessions of one of Japan's most celebrated geisha.

In ""Memoirs of a Geisha,"" we enter a world where appearances are paramount; where a girl's virginity is auctioned to the highest bidder; where women are trained to beguile the most powerful men; and where love is scorned as illusion. It is a unique and triumphant work of fiction - at once romantic, erotic, suspenseful - and completely unforgettable. (less)",romance,,,,,,,,
479,Drums of Autumn,4.34,Diana Gabaldon,"2,32,428","9,061","172,409 followers","In this breathtaking novel, rich in history and adventure, #1 New York Times bestselling author Diana Gabaldon continues the story of Claire Randall and Jamie Fraser that started with the now-classic novel Outlander and continued in Dragonfly in Amber and Voyager. Once again spanning continents and centuries, Gabaldon has created a work of sheer brilliance.

What if you knew someone you loved was going to die? What if you thought you could save them? How much would you risk to try?

Claire Randall has gone to find Jamie Fraser, the man she loved more than life, and has left half her heart behind with their daughter, Brianna. Claire gave up Jamie to save Brianna, and now Bree has sent her mother back to the Scottish warrior who was willing to give his life to save them both. But a chilling discovery in the pages of history suggests that Jamie and Claire's story doesn't have a happy ending.

Brianna dares a terrifying leap into the unknown in search of her mother and the father she has never met, risking her own future to try to change history . . . and to save their lives. But as Brianna plunges into an uncharted wilderness, a heartbreaking encounter may strand her forever in the past . . . or root her in the place she should be, where her heart and soul belong. (less)",romance,,,,,,,,
480,Beautiful Creatures,3.76,Kami Garcia,"5,78,257","22,585","16,363 followers","Lena Duchannes is unlike anyone the small Southern town of Gatlin has ever seen, and she's struggling to conceal her power, and a curse that has haunted her family for generations. But even within the overgrown gardens, murky swamps and crumbling graveyards of the forgotten South, a secret cannot stay hidden forever.

Ethan Wate, who has been counting the months until he can escape from Gatlin, is haunted by dreams of a beautiful girl he has never met. When Lena moves into the town's oldest and most infamous plantation, Ethan is inexplicably drawn to her and determined to uncover the connection between them.

In a town with no surprises, one secret could change everything. (less)",romance,,,,,,,,
481,I've Got Your Number,3.94,Sophie Kinsella,"2,14,369","13,981","36,794 followers","I’ve lost it. :( The only thing in the world I wasn’t supposed to lose. My engagement ring. It’s been in Magnus’s family for three generations. And now the very same day his parents are coming, I’ve lost it. The very same day! Do not hyperventilate, Poppy. Stay positive :) !!
 
Poppy Wyatt has never felt luckier. She is about to marry her ideal man, Magnus Tavish, but in one afternoon her “happily ever after” begins to fall apart. Not only has she lost her engagement ring in a hotel fire drill but in the panic that follows, her phone is stolen. As she paces shakily around the lobby, she spots an abandoned phone in a trash can. Finders keepers! Now she can leave a number for the hotel to contact her when they find her ring. Perfect!
 
Well, perfect except that the phone’s owner, businessman Sam Roxton, doesn’t agree. He wants his phone back and doesn’t appreciate Poppy reading his messages and wading into his personal life.
 
What ensues is a hilarious and unpredictable turn of events as Poppy and Sam increasingly upend each other’s lives through emails and text messages. As Poppy juggles wedding preparations, mysterious phone calls, and hiding her left hand from Magnus and his parents . . . she soon realizes that she is in for the biggest surprise of her life. (less)",romance,,,,,,,,
482,Isla and the Happily Ever After,4.01,Stephanie Perkins,"1,13,852","12,407","27,064 followers","Love ignites in the City That Never Sleeps, but can it last?

Hopeless romantic Isla has had a crush on introspective cartoonist Josh since their first year at the School of America in Paris. And after a chance encounter in Manhattan over the summer, romance might be closer than Isla imagined. But as they begin their senior year back in France, Isla and Josh are forced to confront the challenges every young couple must face, including family drama, uncertainty about their college futures, and the very real possibility of being apart.

Featuring cameos from fan-favorites Anna, Étienne, Lola, and Cricket, this sweet and sexy story of true love—set against the stunning backdrops of New York City, Paris, and Barcelona—is a swoonworthy conclusion to Stephanie Perkins’s beloved series. (less)",romance,,,,,,,,
